col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,label
-25.637809796721168,-1.6415818343251498,-0.783386637145857,-1.7665481272302905,-1.346257422825651,-0.1250992948311926,-0.2947826670776433,-0.8796464645929848,-0.0,0.0058396743780452795,-1.8819565365971755,-11.420203554412666,-0.38505718284073576,0.49441081534772374,17.6447942472632,0
-24.637809796721168,2.2373644607404666,-0.3155201567174211,0.8631901793329187,-1.2365200830156127,1.7928756030999073,-1.5869924569857796,-1.044146896893859,-0.0,0.521954189120971,1.5405854148593299,-11.420203554412666,-1.9265466132541547,0.2866419520599558,15.13977353046668,1
-25.637809796721168,0.8708263281325574,-1.428456616983089,-1.5514538488114087,-1.280158127046954,-0.7048649430899065,-1.5056407066549722,0.850115553449297,-0.0,-0.12362824454499954,0.7581034012219356,-0.0,0.355211347935251,0.0877407654590545,16.31450978759914,0
-24.637809796721168,-2.4117922543515604,0.7540308470037053,2.2576376208387816,3.516078299009818,0.3656376122845206,-0.5529510801735772,-0.591747523200084,-19.071760758572353,0.7815188647234413,-5.832097386023208,-11.420203554412666,3.1554449980649575,0.6138140472535438,19.30551277509116,2
-24.637809796721168,-2.324098667733815,-0.23778907127266138,1.8968387404352132,1.351779967266554,-0.5833938867414686,-0.380177083650795,-0.45916875972197635,-0.0,-0.716917420189719,-6.544185855325248,-11.420203554412666,1.5994129286377383,2.7180734922883647,17.621604527144573,2
-24.637809796721168,2.3979869461242544,0.03443626396558614,2.612996005312509,1.231640893791283,0.4396781213934689,-0.5701777919515012,-0.7730673390517521,-19.071760758572353,-0.31319889843817983,0.9003870651872183,-0.0,1.9931659456939146,0.35267992626581207,15.646574466033302,1
-24.637809796721168,0.6232101267417618,-1.4947686454464892,0.16796538990600984,-0.24111960945056315,0.29682998402666505,-0.5358267255324183,-0.09045846331090349,-19.071760758572353,-1.846271457780733,-1.7017598485030143,-11.420203554412666,1.4846840973290873,0.4181223208266262,15.272997637248595,2
-25.637809796721168,-2.6451128106694153,-0.7479049756846755,1.0472853769371206,0.41030835315041453,1.0991776994777698,-0.15432034336798092,-1.030584814813087,-0.0,0.22038717960132692,-1.8103188808641237,-0.0,-0.6523548029412265,0.5193252525468368,17.885194984360346,0
-25.637809796721168,-3.4669055208834823,-1.454185167934654,2.0016449653210295,0.19432002341581384,-0.6488036069205285,0.013477447979029701,-0.6781152499049079,-19.071760758572353,-0.8578647294806011,-0.9609296966515493,-0.0,1.1249092421741451,-1.882861670874912,15.82668775177564,0
-24.637809796721168,-0.6033293659215888,0.5353953787983551,1.8443758288764351,2.2231678479094374,-1.1240237036702456,-0.08060593490830299,0.12488787175107731,-19.071760758572353,-0.010500804903385381,-3.418357816486016,-11.420203554412666,2.073794318085125,-0.2999738129682946,15.540129478598162,2
-24.637809796721168,-1.2140332604246549,-0.403004775563931,-0.4807734676258102,-0.0010925182423807717,-1.6333496634648905,-1.44250472018693,-1.3370112740671836,-19.071760758572353,0.17366902522515462,-2.3936743673218452,-11.420203554412666,1.1776918834564287,1.2862320550724917,17.19728299764335,2
-25.637809796721168,-1.7651296425947716,-0.8452025591416741,-0.0248847303039329,0.47957307824847173,-0.2139522414175754,-0.016298703231899983,-0.9056209088948929,-0.0,0.2350414173382906,-1.0368351563616587,-0.0,0.6066049057253904,0.2854385420368649,16.9505147006272,0
-24.637809796721168,0.948397478822097,-1.0680776731559058,0.5023751291745242,-1.2644225870437003,0.590694245817744,-1.2360425399268558,-0.4533066417540534,-19.071760758572353,0.7703085853632202,-2.114682475950861,-11.420203554412666,1.4063835664248783,1.5443390403168642,16.67436625775486,2
-25.637809796721168,0.2537273470447342,-0.5950484742796164,-0.2978493153155668,-3.3329679381192725,0.48526522376268283,-0.5822847816350242,-2.2193748763863916,-0.0,-2.826988526846197,0.9072547233804172,-0.0,0.3554328034226091,-0.2119334407987143,15.86745934218394,1
-24.637809796721168,2.9030931601564633,-1.2330338060208414,2.650685383989136,0.9560296555422055,0.5814350357475152,-0.0076195998613533475,-0.7097567832325747,-0.0,-3.5349703680005624,2.054393573302763,-11.420203554412666,-2.9413224869005408,-1.096096087053731,17.81645174715493,1
-25.637809796721168,0.8314689069177486,0.5040444878723289,0.725682817873486,0.6037937033493986,0.7491559228097854,0.7256305591886645,-0.17055864264256398,-0.0,1.042311398962916,1.6834477465723876,-0.0,0.38413384801510275,-1.0185560084311123,17.50254489548801,1
-24.637809796721168,0.8979165709917735,-0.6720436892817656,0.6162995003874774,-0.1436041528421888,-0.42014469991407943,-0.4771807650749501,-0.6302709583746,-0.0,-0.6072180553222347,-1.8848996394441757,-0.0,1.6393448100171313,0.14858112862114464,17.513755844472087,2
-25.637809796721168,0.14023471890667372,1.0634704995357702,-0.819548913190012,0.43004451545941236,-0.16304864377024691,-0.09526033495884388,-0.6624113584608983,-0.0,-0.7631494560238163,1.073889110290673,-0.0,0.18893392984734425,-0.09304731356485739,18.514427145925154,1
-24.637809796721168,1.016832045499283,0.0934011491527857,1.952343557801326,-0.0374297241882568,1.5001043795919882,0.16148765155986733,0.010993955058685105,-0.0,0.9179276119633523,-3.6794028196528807,-11.420203554412666,2.467601973808276,0.7997036012460333,16.73688290672626,2
-24.637809796721168,1.979388721033541,-0.8898619702983572,-0.5373372742175238,0.106302498629611,1.7362302619302077,0.10872233077242445,0.4379747911690589,-19.071760758572353,-0.8656664629562871,0.21826421589677966,-11.420203554412666,-0.38164940515088963,0.17158979727746448,17.511728340935374,0
-25.637809796721168,1.1366846949611793,-0.6944980818674886,-0.925349885365945,0.4951522481948514,-0.9218283729738268,-1.6698641004692412,0.9923324056293833,-0.0,-2.848615828853872,2.065211963958107,-0.0,0.5721274987768127,1.6080237197367389,18.517588140208478,1
-25.637809796721168,0.7022446229295962,0.04040279271065193,-1.049244360878367,-0.9050709264264457,-0.37279125608350516,-1.3946938739758463,-1.5353853000578555,-0.0,-0.1182506923441505,2.601413316638884,-0.0,0.5645008091152248,1.245946598939393,16.194979046192657,1
-24.637809796721168,1.7732295872032255,1.223820033331736,3.1081037159203526,-1.5199995108133157,-0.09888727213774753,-0.07915452348799083,1.2494248497132054,-0.0,-1.05172931796271,-4.310881653172347,-11.420203554412666,1.4313227664787629,0.6491389171041358,18.068462556497032,2
-24.637809796721168,-0.9455007160541302,0.18422311030457758,1.7438112919714204,-1.1337270216646396,2.7384917776401907,1.6495194303609644,-0.2738064323211075,-19.071760758572353,-1.9288952256969676,0.6290461517516676,-0.0,-1.1458206532287176,0.3535415994537447,18.1877615139853,0
-24.637809796721168,1.4164803559319803,-0.11065347974494823,2.8841352290285642,-1.4592888085245335,-0.12025089186390239,0.3538965051603111,1.0136617277692097,-0.0,1.139767206685826,-1.3421148540731855,-11.420203554412666,1.1474873418537497,-0.33864810360446673,17.617564771758257,1
-24.637809796721168,1.4716847026970816,-0.8169281079947998,1.6744472482948485,1.7004679621748005,-0.2734336905102778,-0.36872046787659796,-0.160536585499015,-0.0,-0.08790308182621252,-1.0678070419611996,-0.0,1.8896778440165778,-0.658416799303308,17.30740029041039,2
-24.637809796721168,3.2224680224410345,1.2269070571154406,1.882480473257734,-1.8839150787131107,1.4968022891186048,-1.047897367292061,-2.627033117909029,-0.0,-0.7949609362148965,1.7243017847443027,-11.420203554412666,-1.4088817269189229,-0.5201617724244688,17.978958596712207,1
-25.637809796721168,-0.22560966621449807,-0.23858480202927945,-4.67566165080858,1.6927150822148707,0.6673941438068197,-1.5192344152029893,0.2740693955667876,-0.0,-1.0855404043648111,-1.9683804974736858,-0.0,2.862264803258986,0.28238920900237974,17.021207427963738,0
-24.637809796721168,3.1432906718215174,0.8028351931166025,3.213363880951987,0.30570335415689576,-1.14710238716825,-0.4806426357100902,-0.017995126386963902,-0.0,0.9247317163826495,0.5329077862813225,-0.0,1.8371051893143657,-1.691113550721286,17.397173173404056,2
