col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
-0.689348944957648,-34.5026083984041,0.5672707501286115,0.2919213187763316,-1.4869976197780423,0.09065391317438018,5.538970518175029,12.019876019652008,1.0389782732642856,-28.264709826467847,0,0,-0.9526497192819066,2.0093626054306766,2
0.29018464687555684,14.981332288383758,-0.6600540518700949,-0.2610756680705515,-0.5150617738398533,-2.6544825186808945,15.337928533230876,11.019876019652008,1.1362591633198862,-26.6927373118208,0,0,-1.1669433547293286,-0.07933575980326424,1
-0.5924465865909027,28.623391756836615,-1.5018813798409176,1.1201821851720344,-1.6407618967683013,-2.5655854153145317,6.98969539712104,11.019876019652008,-2.9657441534379143,-29.227964484878758,1,0,2.489364406534169,0.03560866081144887,2
-0.9885943284674331,-33.61331951522005,-0.9406045261084873,0.015766984316979073,-2.964653519744417,-2.8183389049724736,36.364576381617056,11.019876019652008,-0.17643857748218214,-26.50610608171306,0,0,1.5316185578342187,-1.073039117264912,0
1.1895087049091586,-29.84944395860511,-0.5688171059871232,-1.6106297709299748,-2.1623927686096187,-0.935612972455436,41.338010548648256,12.019876019652008,1.1902243105825339,-27.447482949623875,0,0,0.6726339894882785,1.1640798545335598,2
1.4302230214263356,9.66966443097294,0.09603947657602929,0.025112135639333524,2.223830947889192,2.3048355556120614,-1.077289498068814,12.019876019652008,0.0009553531282220558,-25.85741212313857,0,1,-1.8577730315315741,0.7625649850865572,1
-1.25701322543694,-23.382888053206752,0.47826958324192964,-1.8242226005367903,-3.7608636293865993,-3.8029325461940497,0.6314470052375536,12.019876019652008,0.9151463740802825,-27.811601642995694,0,0,2.0277212405653344,-0.07469392702662525,0
0.04173273179304909,-52.93226593901837,0.17670870008216732,1.1848201994859544,-3.0135985503865625,-0.6717588644016392,-12.730434420796879,11.019876019652008,0.07547320880825917,-27.325681355083443,1,0,1.4802747694195353,0.8966091623847086,0
-0.015229971435984388,5.399735186972561,-0.38777372053183357,1.2529537558389232,-1.807136838633331,-3.5374229650470497,-4.557079899418863,11.019876019652008,-0.003131795626537864,-29.678912415418193,0,0,0.8675706434460642,-2.5405990068293205,0
0.023579908182311163,-19.101225484359947,-1.37321519981682,0.4612124864440936,-1.2103555912922905,-0.644364378090964,-13.262831265057013,11.019876019652008,-2.78635179237159,-26.39519925840332,0,0,0.6822147426842758,0.035440442342333345,0
1.113051675186925,0.06642611008310638,-0.6719215169515667,-0.820195693775401,-1.6969384731290929,-3.7150249626276968,-50.54697277203181,11.019876019652008,-0.4219689527422473,-26.164997578252343,1,0,-0.004614254916581517,-1.1559327846972787,1
